,segmento,n_seg_grupo,n_seg,n_grupo,total,per_grupo_seg,per_grupo_total,diferenca,diferenca_abs,converteu
65,- AUXILIAR ADMINISTRATIVO,815,1293,486537,866578,0.6303170920340294,0.5614462864277653,0.06887080560626413,0.06887080560626413,0.0
66,- AUXILIAR ADMINISTRATIVO,478,1293,380041,866578,0.3696829079659706,0.4385537135722347,-0.06887080560626413,0.06887080560626413,1.0
5,- AM,64,173,380041,866578,0.3699421965317919,0.4385537135722347,-0.06861151704044283,0.06861151704044283,1.0
4,- AM,109,173,486537,866578,0.630057803468208,0.5614462864277653,0.06861151704044277,0.06861151704044277,0.0
401,- REPOSITOR,56,151,380041,866578,0.3708609271523179,0.4385537135722347,-0.06769278641991683,0.06769278641991683,1.0
400,- REPOSITOR,95,151,486537,866578,0.6291390728476821,0.5614462864277653,0.06769278641991683,0.06769278641991683,0.0
11,- CE,1119,3016,380041,866578,0.3710212201591512,0.4385537135722347,-0.06753249341308354,0.06753249341308354,1.0
10,- CE,1897,3016,486537,866578,0.6289787798408488,0.5614462864277653,0.06753249341308354,0.06753249341308354,0.0
281,- MOTORISTA,352,560,486537,866578,0.6285714285714286,0.5614462864277653,0.06712514214366327,0.06712514214366327,0.0
282,- MOTORISTA,208,560,380041,866578,0.37142857142857144,0.4385537135722347,-0.06712514214366327,0.06712514214366327,1.0
479,- MALE b 25-34 anos PI,66,105,486537,866578,0.6285714285714286,0.5614462864277653,0.06712514214366327,0.06712514214366327,0.0
479,- MALE b 25-34 anos PI NORDESTE,66,105,486537,866578,0.6285714285714286,0.5614462864277653,0.06712514214366327,0.06712514214366327,0.0
16,- GO,575,915,486537,866578,0.6284153005464481,0.5614462864277653,0.06696901411868283,0.06696901411868283,0.0
17,- GO,340,915,380041,866578,0.37158469945355194,0.4385537135722347,-0.06696901411868278,0.06696901411868278,1.0
7,- d Ensino médio completo,4999,13449,380041,866578,0.3717004981783032,0.4385537135722347,-0.06685321539393152,0.06685321539393152,1.0
6,- d Ensino médio completo,8450,13449,486537,866578,0.6282995018216968,0.5614462864277653,0.06685321539393152,0.06685321539393152,0.0
393,- POSTOS COMBUSTIVEIS,276,742,380041,866578,0.3719676549865229,0.4385537135722347,-0.06658605858571182,0.06658605858571182,1.0
392,- POSTOS COMBUSTIVEIS,466,742,486537,866578,0.628032345013477,0.5614462864277653,0.06658605858571176,0.06658605858571176,0.0
12,- FEMALE b 25-34 anos,1748,4698,380041,866578,0.3720732226479353,0.4385537135722347,-0.06648049092429942,0.06648049092429942,1.0
11,- FEMALE b 25-34 anos,2950,4698,486537,866578,0.6279267773520647,0.5614462864277653,0.06648049092429942,0.06648049092429942,0.0
193,- FEMALE b 25-34 anos RJ SUDESTE,153,244,486537,866578,0.6270491803278688,0.5614462864277653,0.06560289390010354,0.06560289390010354,0.0
194,- FEMALE b 25-34 anos RJ SUDESTE,91,244,380041,866578,0.3729508196721312,0.4385537135722347,-0.06560289390010354,0.06560289390010354,1.0
194,- FEMALE b 25-34 anos RJ,91,244,380041,866578,0.3729508196721312,0.4385537135722347,-0.06560289390010354,0.06560289390010354,1.0
193,- FEMALE b 25-34 anos RJ,153,244,486537,866578,0.6270491803278688,0.5614462864277653,0.06560289390010354,0.06560289390010354,0.0
37,- ARQUITETO,52,83,486537,866578,0.6265060240963856,0.5614462864277653,0.06505973766862028,0.06505973766862028,0.0
331,- FEMALE e 55-64 anos PE NORDESTE,52,83,486537,866578,0.6265060240963856,0.5614462864277653,0.06505973766862028,0.06505973766862028,0.0
331,- FEMALE e 55-64 anos PE,52,83,486537,866578,0.6265060240963856,0.5614462864277653,0.06505973766862028,0.06505973766862028,0.0
2,- b Ensino fundamental completo,1177,1881,486537,866578,0.6257309941520468,0.5614462864277653,0.06428470772428152,0.06428470772428152,0.0
3,- b Ensino fundamental completo,704,1881,380041,866578,0.3742690058479532,0.4385537135722347,-0.06428470772428152,0.06428470772428152,1.0
160,- FEMALE b 25-34 anos AL,73,195,380041,866578,0.37435897435897436,0.4385537135722347,-0.06419473921326035,0.06419473921326035,1.0
159,- FEMALE b 25-34 anos AL,122,195,486537,866578,0.6256410256410256,0.5614462864277653,0.06419473921326035,0.06419473921326035,0.0
159,- FEMALE b 25-34 anos AL NORDESTE,122,195,486537,866578,0.6256410256410256,0.5614462864277653,0.06419473921326035,0.06419473921326035,0.0
160,- FEMALE b 25-34 anos AL NORDESTE,73,195,380041,866578,0.37435897435897436,0.4385537135722347,-0.06419473921326035,0.06419473921326035,1.0
4,- NORTE,789,1262,486537,866578,0.6251980982567353,0.5614462864277653,0.06375181182897005,0.06375181182897005,0.0
5,- NORTE,473,1262,380041,866578,0.37480190174326466,0.4385537135722347,-0.06375181182897005,0.06375181182897005,1.0
2,- NORDESTE,10422,16701,486537,866578,0.6240344889527574,0.5614462864277653,0.06258820252499209,0.06258820252499209,0.0
3,- NORDESTE,6279,16701,380041,866578,0.3759655110472427,0.4385537135722347,-0.06258820252499203,0.06258820252499203,1.0
